Feature_group,Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,n_samples,n_cv_runs
Full-feature,Tuned Random Forest,15.80946287634312,2.1257544997084303,19.967258211634018,2.4906133862215816,0.4621058070259628,0.11298165404175486,190,50
