Feature_group,Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,n_samples,n_cv_runs
Full-feature,Tuned XGBoost,16.07696967081599,2.289650116575068,20.451918405121464,2.7897317476372403,0.43275528646231215,0.14198494157620353,190,50
